Slot,Roll,Department,Program,Company,Job code
.,170050028,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170040049,Civil Engineering,B.Tech.,HOC India Private Limited,2
.,196450003,Industrial Design Centre,M.Des.,Yuj Design,1
.,170040103,Mechanical Engineering,B.Tech.,Placement Office,4
.,170010031,Aerospace Engineering,B.Tech.,Procter and Gamble,2
.,196340012,Industrial Design Centre,M.Des.,Yuj Design,2
.,193010034,Aerospace Engineering,M.Tech.,Placement Office,4
.,170050040,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170260034,Engineering Physics,B.Tech.,BYJU'S - The Learning App,1
.,170050066,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170050048,Computer Science & Engineering,B.Tech.,Placement Office,4
.,18307R023,Electrical Engineering,M.Tech.,Mahindra & Mahindra Ltd.,1
.,195280026,Applied Statistics and Informatics,M.Sc.,Bridgei2i Analytics Solutions,1
.,193070030,Electrical Engineering,M.Tech.,John Deere India Pvt Ltd,1
.,195320013,Applied Geophysics,M.Sc.,Oil and Natural Gas Corporation,1
.,193190026,Industrial Engineering & Operations Research,M.Tech.,Blume Global India Pvt Ltd,1
.,170020089,Chemical Engineering,B.Tech.,Placement Office,4
.,170100004,Electrical Engineering,B.Tech.,Placement Office,4
.,193040008,Civil Engineering,M.Tech.,WSP Consultants India Pvt. Ltd.,1
.,193110055,Metallurgical Engineering and Materials Science,M.Tech.,TATA Steel,3
.,170070052,Electrical Engineering,B.Tech.,Placement Office,4
.,170050047,Computer Science & Engineering,B.Tech.,Placement Office,4
.,193020049,Chemical Engineering,M.Tech.,Amar Chemistry,3
.,170100009,Mechanical Engineering,B.Tech.,Placement Office,4
.,17U130011,Industrial Design Centre,B.Des.,Placement Office,4
.,170260032,Computer Science & Engineering,B.Tech.,Placement Office,4
.,16D070050,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),Placement Office,4
.,170050070,Computer Science & Engineering,B.Tech.,Placement Office,4
1 (IDC).1,196390009,Industrial Design Centre,M.Des.,Bajaj Auto Ltd,3
.,193040074,Civil Engineering,M.Tech.,Bridgei2i Analytics Solutions,1
.,17D110013,Metallurgical Engineering and Materials Science,B.Tech.,Placement Office,4
.,196450007,Industrial Design Centre,M.Des.,Cognizant,5
.,17B030006,Chemistry,B.S.,Placement Office,4
.,193010024,Aerospace Engineering,M.Tech.,KLA Tencor,7
.,170050077,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170050095,Computer Science & Engineering,B.Tech.,Placement Office,4
4 (IDC).1,196450008,Industrial Design Centre,M.Des.,Infosys,1
.,170070028,Electrical Engineering,B.Tech.,Placement Office,4
.,170110049,Metallurgical Engineering and Materials Science,B.Tech.,Placement Office,4
.,193110043,Metallurgical Engineering and Materials Science,M.Tech.,HOC India Private Limited,2
.,195280015,Applied Statistics and Informatics,M.Sc.,SIKSHA O ANUSANDHAN DEEMED TO BE UNIVERSITY,1
.,170020038,Chemical Engineering,B.Tech.,KPMG,1
.,183059004,Computer Science & Engineering,M.Tech.,Placement Office,4
.,183016002,Aerospace Engineering,M.Tech.,International Centre for Entrepreneurship and Technology,1
.,170050069,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170050046,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170020099,Chemical Engineering,B.Tech.,Placement Office,4
.,195280029,Applied Statistics and Informatics,M.Sc.,Tata Consultancy Services,11
1 (IDC).1,196330012,Industrial Design Centre,M.Des.,JP Morgan Chase & Co,1
4 (IDC).1,196130014,Industrial Design Centre,M.Des.,Futuring Design Private Limited,1
.,170050009,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170050103,Computer Science & Engineering,B.Tech.,Placement Office,4
.,193020027,Chemical Engineering,M.Tech.,Evonik,1
.,16D070003,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),Placement Office,4
2 (IDC).1,196340008,Industrial Design Centre,M.Des.,Jio Platforms Limited - Design,2
.,183109006,Mechanical Engineering,M.Tech.,Tata Consultancy Services,11
.,193050065,Computer Science & Engineering,M.Tech.,krista software inc,1
.,154300003,Biosciences and Bioengineering,Ph.D.,Sir H.N. Reliance Foundation Hospital & Research Centre,2
.,170070021,Electrical Engineering,B.Tech.,Placement Office,4
.,183109002,Mechanical Engineering,M.Tech.,Quantsapp Private limited,2
.,193310024,Geoinformatics and Natural Resources Engineering,M.Tech.,Accenture,1
.,170020068,Chemical Engineering,B.Tech.,BA Continuum India Private Limited,2
.,17U130015,Industrial Design Centre,B.Des.,Placement Office,4
.,170050094,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170100043,Mechanical Engineering,B.Tech.,Indian Space Research Organisation,1
3 (IDC).1,17U130010,Industrial Design Centre,B.Des.,Tata Consultancy Services,4
.,170070022,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170100070,Mechanical Engineering,B.Tech.,Placement Office,4
2 (IDC).1,16U130030,"Industrial Design Centre, Industrial Design Centre",Dual Degree (B.Des. + M. Des.),Urban Company,2
.,170050065,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170040069,Civil Engineering,B.Tech.,KPMG,1
.,170110021,Metallurgical Engineering and Materials Science,B.Tech.,Bajaj Electricals,2
.,170260021,Engineering Physics,B.Tech.,Placement Office,4
.,16D170018,"Energy Science and Engineering, Energy Science and Engineering",Dual Degree (B.Tech. + M.Tech.),CarDekho,1
.,170010017,Aerospace Engineering,B.Tech.,Placement Office,4
3 (IDC).1,15U130025,"Industrial Design Centre, Industrial Design Centre",Dual Degree (B.Des. + M. Des.),Tata Consultancy Services,10
.,195280001,Applied Statistics and Informatics,M.Sc.,Placement Office,4
.,193040058,Civil Engineering,M.Tech.,Technip,2
.,170100029,Mechanical Engineering,B.Tech.,Placement Office,4
3 (IDC).1,196330002,Industrial Design Centre,M.Des.,Axis Bank,4
.,193190023,Industrial Engineering & Operations Research,M.Tech.,Blume Global India Pvt Ltd,1
.,193300018,Biosciences and Bioengineering,M.Tech.,Accenture,1
.,170050012,Computer Science & Engineering,B.Tech.,Placement Office,4
.,193040066,Civil Engineering,M.Tech.,Bridgei2i Analytics Solutions,1
.,183016001,Aerospace Engineering,M.Tech.,Quantum Phinance Pvt. Ltd,1
.,170020102,Chemical Engineering,B.Tech.,MPhasis,1
.,193071003,Electrical Engineering,M.Tech.,ADAPT IDEATIONS,1
.,170050034,Computer Science & Engineering,B.Tech.,Placement Office,4
.,193110059,Metallurgical Engineering and Materials Science,M.Tech.,TalentServe,3
.,193110004,Metallurgical Engineering and Materials Science,M.Tech.,Accenture,1
.,193180018,Environmental Science & Engineering,M.Tech.,Accenture,1
.,170070047,Electrical Engineering,B.Tech.,Placement Office,4
1 (IDC).1,196130003,Industrial Design Centre,M.Des.,Godrej & Boyce,1
.,170050096,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170050086,Computer Science & Engineering,B.Tech.,Placement Office,4
.,183109012,Mechanical Engineering,M.Tech.,Siemens Gamesa Renewable Energy Engineering Centre,1
.,170040013,Civil Engineering,B.Tech.,Placement Office,4
.,193110041,Metallurgical Engineering and Materials Science,M.Tech.,TATA Steel,3
.,170100023,Mechanical Engineering,B.Tech.,Agami Engineering Consultants,1
.,170110094,Metallurgical Engineering and Materials Science,B.Tech.,Times Internet,2
